,Sentiment,Message
2588,0,@JessicaFilan it is 
1456943,4,"Omg, Sims 3 is love  I need to go to bed &amp; stop making Sim Renee &amp; Sim Mike woohoo"
944177,4,@Juperstitious hey if you like joe brooks you'll like my songs  www.Myspace.com/mikedignamuk x
393865,0,@HeyMandi Guess you decided to not join the iPhone club  -&gt; Still have the same number?
966371,4,"oh, and my irritated earlobe is pussing pretty bad "
1149995,4,watching the nanny 
918622,4,iono...I guess I'm getting off now. L8r twits 
263181,0,wanna watch mtv movie awards but the channel isn't in list of my tv. huuh 
26067,0,totally confused 
885657,4,11 followers 
1131932,4,"@StacieGreen I hate gloating, glory hunters, unless of course I am the gloating glory hunter "
9630,0,hates goodbyes. 
254401,0,exhausted 
497292,0,@yooitzkc I know that shit sucks!! 
1227589,4,Great post on one man's journey to being a twitter junky  thanks @Markyphillips
1388150,4,@miyukii Hey!  Vote for @TomFelton! He's currently in 3rd place! http://bit.ly/votetom spread the word! Vote as many times as you can 
586855,0,"@katrchrdsn  No fun.   We have been getting increasing humidity, also.  Hopefully the headache lets up."
128298,0,"@DonnieWahlberg Uh, Donnie, I think the ones that missed out, WE know WE MISSED THE BOAT.  Glad u had a blast"
1582859,4,has just woken up! hummm what to do today? 
1047903,4,@MiBL Woooo it was great! Very good music. And I you got a great deal for that CD 
1548468,4,goign off to bed  good night!
1382560,4,I was told the other day that I would make a good diplomat. Beginning to seriously think about that now 
1460123,4,"Coffee, toast and fresh juice.... ITS SUNDAY! "
1552619,4,@RsyncPalace The logo is looking good very nice 
1523538,4,is going home..  http://plurk.com/p/112ew1
1142014,4,Today was good 
1380747,4,@DeXimE You twitter'd more about AION this week than I did the Mets. That is no easy task!  Hows the beta so far? better then expected?
801356,4,@MrSocial sounds gooddd 
494018,0,"Neglected to notice the extra Monday this month, thus am not at book club.  "
1230390,4,Rockin the curly fro might be ? up cutie in engineering  like how you doing....HOW U Doing back 
328878,0,@blazingshark What's wrong? 
1066633,4,Watching Another Cinderella Stroy 
1055677,4,@stevenhaddox The 60% packet loss at NLI probably doesn't help very much either.  
189975,0,@anoela1336 @deckerb70 @Marieblue17 start the show! i think plasma left though 
1292421,4,@FreshPlastic love to have one 
230670,0,i really want to marry kidcudi 
250002,0,gotta wait till tomorrow to see the new moon trailer 
261558,0,My feet hurt so bad   I just want to get home...
1013935,4,"weeeeeeeeew. fun day today. bouta go ta bed naa.  Gnight World, rather, GOOD MORNING WORLD!"
925289,4,@sailorscorpio  happy mothers day to you too!!
1441089,4,@Anjulierocks follow me so I can DM you my 'Boom' remix girl!  amazing show last night btw!!!
1204500,4,rob pattinson won breakthrough performance male - SURPRISE  haha i think there were actually girls voting so much for him..because i don't
1033694,4,bonding with my best friend later! so excited.. 
340823,0,My webhost lost my new site layout and a whole month worth of work. Wow. This Sux! 
111364,0,"@fustbariclation it seems 2 be difficult as long as there are functions which can't be decentralised,e.g. space/ nuclear research,or wars "
632808,0,Anybody wanna donate Dodger bobble heads that they have extra? I'm missing some from last season and this season. 
1539388,4,@miss_micaBAYBEE HOPE U FEEL BETTA GIRL!!! 
326893,0,it's only been 46 minutes? UGH. It feels like I've been here for HOURS. 
299735,0,Worked two shifts today and only took home 52 bucks  deffinatley not worth my sore feet!! 
1002261,4,feels a little better today - lots of vitamin c and should be back to normal 
1492962,4,@iamjonathancook you're gonna be okay 
1397880,4,God morning world. Port Gibson cemetary and Windsor with Bakers today 
770791,0,i miss my stereo 
865209,4,Can't Sleep! Feel's like jamming tomorrow! Is going on a hunt for musicians to join me! 
547599,0,Can't sleep. Soooooo going to pay for this tomorrow!   
1580962,4,"boom boom, shake ya bom! "
798029,0,ugh. someone hold me. 
949063,4,"Still, doesn't make it right. &lt;/rant&gt; (sorry for the rant "
1146116,4,mad tired. sleep. dance tomorrow. cells good. 
1493380,4,is eating chocolate ice cream... Mhmmm!!! 
214429,0,I'm a Twitter Whore.  Oh no!
355923,0,Is off to work now 
459835,0,@Mizz_Lia yea  I can't front its cute but I don't wanna hear bout it lol
635736,0,@romeosantana757 I don't think Kim ever answers ppl she doesn't know unless I'm proven wrong. Lol I never get a shout out from you 
968634,4,"inhaling paint fumes, spinny, but the graph looks trippy "
919779,4,That's it! My local coffeeshop has sold me shitty stuff for the last time... I'm quitting! 
844603,4,JUST UPDATING INFO FOR Q HEALTH AND BEAUTY 
1384084,4,thanks @ckpa @AVirtualAngel @DeeVAS @andykinsey for your followfridays all top Twitter peeps - sorry it's a bit late! 
381361,0,@DifaJonasLover No... not yet  I have 3 days of school left. But then! =D You??
298256,0,"@Dannymcfly danny, had you got a blue rat? please, say that you still with him "
999954,4,Is wishing @missbalticrabs the best of luck in her politics exam today 
1520060,4,@songjunkee1018 sounds promising! will let you know as the week rolls by 
380021,0,@plasmaegg its not starting...  not sure what to do now.... think I'll just forget all about it! (@jodiem - I did try!)
1494360,4,UFF!.. Just GOT home!!.. FINALLY.. no more Ballet for 2 WEEKS!!.. my feet hurts!.. but WE DANCE LIKE HELL!!!!!!!!!!!!!!!!!!!! 
222688,0,I was looking forward to a Kobe/Lebron final...not to be 
551148,0,Fucking cat keeps drinking from my glass! Not in the mood for this shit today!!!!  
1185294,4,Its a new day  any information on bball today? What did sushi A say to sushi B?  Sushi A said wasa-Bi!! Lol
1282458,4,Lock picking mmmmmm http://bit.ly/A3QcA  
1023847,4,Seem to be getting lots of #ff today!  I like it!  Thanks all!  Highlight reports all finished!  I can now wind down for the w/end ahead!
394259,0,i hve a sore throat... ugh its killin me it came outta nowhere &amp; its annoyin..... 
938502,4,"@MisterRo I'd hold off with the hat purchase for June. I really would.  Pleasing ladies will require many, many more KMs to be run..."
867356,4,is home. 
783470,0,@rebeccaco yes... mine were stale tasting too  #WeightWatchers
1121232,4,Stavros flatley OR Diversity TO win!!! im going vote for Both 
760391,0,David and brooke are gone now 
859573,4,Miley feet are feet people think thats weird or normal well who cares be yourself. 
1324337,4,&quot;the DA is dressed to the nine&quot; &amp; hopefully i will be too 
603451,0,Off work with sore back 
102598,0,"On the way to an actors seminar..I ate too much for lunch, feel sick "
958034,4,"I dislike rainy days. But its God's way of doin whatev he does, so I don't mind. "
1085923,4,@Pinkmoosely Today I will mostly be wearing sunscreen too  Weather looking good!
46986,0,"@keirshiels Good luck for today! I'm sorry, I won't be able to make it as I'm in London  but I'll keep fingers and toes crossed!"
58070,0,Dont want to go to work  nooooooo x
1389399,4,is loving BEP's new albummm 
931543,4,@DawnRichard jus downloaded trainwreck online. Need it on my iPod!!! Trust I would've paid 4 it if I could 
957115,4,Watching Monsters Inc. Now. Classic Pixar movies are a nice watch!  - http://tweet.sg
793624,0," college is over, I have now cleared and handed in my student card  uni to look forward to and enjoying the summer months"
1325263,4,"@sleepgsickness iatah you have to sleeep!! :b I'm going to revise soon, had to find something to eat first. thanks btw! "
808597,4,@emcollns hey!! what happened to fiber1?? 
1109049,4,@chelseasms Now problem...Thank you!   Your page background was very mood lifting.
1223190,4,@kcghosthunters Best wishes to your mom! Hope everything turns out OK 
571712,0,too much dressing on my salad  ugh!
1146420,4,@anagram I hope you guys got some pictures! I have a feeling @gwenbell would enjoy seeing those... 
621612,0,@mcinnes oh dear  hamish'll get his back soon though. Any word from john?
868688,4,"#followfriday @matt_cowan, @ImTheQ, @oxclove, @acunningplan, @KiwiCoromandel, @lucykateUK, @suellewellyn way cool ppl for dif reasons. "
1500876,4,FML Can't watch &quot;kendra&quot; cause if the damn storm!!!!!!! Uhh...*tear  Oh well @Eentertainment Always does re-runs 
726821,0,Im so hungry! NO groceries and NO WALLET and NO CASH ON ME! 
1096203,4,"Tea is drunk to forget the din of the world.  ~T'ien Yiheng. Find a calming spot in the sun, and enjoy! Hope everyone has a great weekend "
379274,0,"@MMueller210 ahh I'm sry - phone was dying. White is fine I think, but my cs prof passed away. He taught the class I had the final for! "
886981,4,9 new followers since i've been on 7:25A.M-now 8:00 in the mornin  ; thank you guy's sooooo much 
921465,4,@oliverames I hope you will feel better 
421169,0,@alex_spr Can you go on Aim some time because i relly need to uptdate the software on my Hackntosh bit if been toold not 2 it will break 
1329208,4,@far1983 Machan! Is it the beer day or it is you being high to tweet beer quotes? 
726674,0,@dwadeofficial yourwelcome. but you never reply to me.  i cry myself to sleeep everynight! lol
1444492,4,la la la.  changed me zwinky to a sexy maid.    i would
222356,0,"@delicaterabbit Not sure yet.  Most likely the week after it comes out, June 7-13.  I kinda don't have money right now "
966993,4,@kimdraughan Yep! I can do that too! That's my specialty! 
1238250,4,@erikawil happy summer vacation! 
545166,0, no &quot;the postal service&quot; on twitter.....
1526977,4,"@Lauratheexpat Morning Laura! Of ypu come up w/ a good spending plan, please share! "
546516,0,I dont want to walk all the way to my car n the dark.  
822755,4,@jessicasimpson http://twitpic.com/3krpo - cool  i like ur hair!!
430256,0,"ERyan comment&gt;Love the GP but paraphrasing a now well worn soundbite,When the Greens hit rock bottom it seems they start drilling!  #le09"
258741,0,Not looking forward to having to write stat reports for customer tomorrow 
1555478,4,"life sucks,then you die. -jacob black "
1279502,4,@kookykitten How have you been? Enjoying the heat so far? 
1070929,4,@janinek http://twitpic.com/66fbb - What a gorgeous baby! 
1156126,4,Another beautiful morning in Evesham! Heading out shortly for another ride with @helengoth. Hopefully legs will work properly 2day! 
886439,4,Computer disconnecting all over the place - and all I get told is reboot - I'll reboot with my shoe in a minute! Aaaahhhhh! He he 
529796,0,why wont twitter remember me?  i click &quot;remember me&quot; everytime I log on. 
639458,0,"@ahmedabugh loooool, yeah i walked and I made it to the hotel. Its the amount of work keeping me from tweeting "
528596,0,No car for a week. 
198256,0,Driving home from Marathon Key back to Atl.  Will drive it in two days...sad to leave the beach. 
457532,0,THIS IS SO UNFAIR. HOW COME @steph_davies AND @carissaveloso ARE CLASSMATES!  I want.
1247283,4,at Cabazon with mommy&lt;3 
969535,4,"is at the computer. :] YouTubing, then hanging out with Dylan later  Veggie Sub Awayy!! Garrett, I love youu!."
1451315,4,@cranendonk Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
1189042,4,"@FemPi i DO have something, believe me please, i wouldn't tell you lies, h̩, you're my best friend "
1040137,4,see ya in august ka!! have fun at home 
610470,0,not much 
188343,0,I think i'm getting a fever blister  bbbboooooo
610826,0,"@truebloodnet aww, nothing's pulling up.  "
1431769,4,@PsychicSophie always a pleasure (((Huggs)))    
521092,0,@sam_7   jeah!i can say:i'm patricia and i live in austria in french. but unfortunately i can't write it 
889154,4,omg my dad just gave me his camera because i used it today and liked it so he said &quot;do you want it now or later&quot; NOW=WIN  YAY HAPPY !!!!!!
